v1,v2
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 10/27/2000 10:47 AM --------------------------- From: Phillip K Allen 10/27/2000 08:30 AM To: Jeff Richter/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Tim Belden/HOU/ECT@ECT cc: Subject: We linked"
Normal,We linked the file you sent us to telerate and we replace >40000 equals $250 to a 41.67 heat rate. We applied forward gas prices to historical loads. I guess this gives us a picture of a low load year and a normal load year. Prices seem low. Looks like November NP15 is trading above the cap based on Nov 99 loads and current gas prices. What about a forecast for this November loads. Let me know what you think. Phillip
Normal,"Randy, Can you send me a schedule of the salary and level of everyone in the scheduling group. Plus your thoughts on any changes that need to be made. (Patti S for example) Phillip"
Normal,Let's shoot for Tuesday at 11:45.
Normal,"Dexter, I spoke to our EOL support group and requested a guest id for you. Did you receive an email with a login and password yesterday? If not, call me and I will find out why not. Phillip 713-853-7041"
Normal,"Greg, How about either next Tuesday or Thursday? Phillip"
Normal,Please cc the following distribution list with updates: Phillip Allen (pallen@enron.com) Mike Grigsby (mike.grigsby@enron.com) Keith Holst (kholst@enron.com) Monique Sanchez Frank Ermis John Lavorato Thank you for your help Phillip Allen
Normal,any morning between 10 and 11:30
Normal,"George, The San Marcos project is sounding very attractive. I have one other investor in addition to Keith that has interest. Some additional background information on Larry and yourself would be helpful. Background Questions: Please provide a brief personal history of the two principals involved in Creekside. Please list projects completed during the last 5 years. Include the project description, investors, business entity, Please provide the names and numbers of prior investors. Please provide the names and numbers of several subcontractors used on recent projects. With regard to the proposed investment structure, I would suggest a couple of changes to better align the risk/reward profile between Creekside and the investors. Preferable Investment Structure: Developers guarantee note, not investors. Preferred rate of return (10%) must be achieved before any profit sharing. Builder assumes some risk for cost overruns. Since this project appears so promising, it seems like we should tackle these issues now. These questions are not intended to be offensive in any way. It is my desire to build a successful project with Creekside that leads to future opportunities. I am happy to provide you with any information that you need to evaluate myself or Keith as a business partner. Sincerely, Phillip Allen"
Normal,"Bob, Patti Sullivan held together the scheduling group for two months while Randy Gay was on a personal leave. She displayed a tremendous amount of commitment to the west desk during that time. She frequently came to work before 4 AM to prepare operations reports. Patti worked 7 days a week during this time. If long hours were not enough, there was a pipeline explosion during this time which put extra volatility into the market and extra pressure on Patti. She didn't crack and provided much needed info during this time. Patti is performing the duties of a manager but being paid as a sr. specialist. Based on her heroic efforts, she deserves a PBR. Let me know what is an acceptable cash amount. Phillip"
Normal,"Andy, Please assign a user name to Randy Gay. Thank you, Phillip"
Normal,"Andy, I spoke to John L. and he ok'd one of each new electronic system for the west desk. Are there any operational besides ICE and Dynegy? If not, can you have your assistant call me with id's and passwords. Thank you, Phillip"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 10/24/2000 01:29 PM --------------------------- ""George Richards"" <cbpres@austin.rr.com> on 09/26/2000 01:18:45 PM Please respond to <cbpres@austin.rr.com> To: ""Phillip Allen"" <pallen@enron.co"
Normal,"FYI. ---------------------- Forwarded by Rebecca W Cantrell/HOU/ECT on 12/13/2000 04:18 PM --------------------------- ""Randall Rich"" <rrich@bracepatt.com> on 12/13/2000 04:13:55 PM To: ""Jeffrey Watkiss"" <dwatkiss@bracepatt.com>, <jhartso@enron.com>, <jsteffe@enron.com>, <llawner@enron.com>, <snovose@enron.com> cc: Subject: Final Filed Version The filed version of the comments in the San Diego Gas & Electric matter at FERC is attached. - SANDIEGO.DOC"
Normal,"Bob, Regarding Patti Sullivan's contributions to the west desk this year, her efforts deserve recognition and a PBR award. Patti stepped up to fill the gap left by Randy Gay's personal leave. Patti held together the scheduling group for about 2 month's by working 7days a week during this time. Patti was always the first one in the office during this time. Frequently, she would be at work before 4 AM to prepare the daily operation package. All the traders came to depend on the information Patti provided. This information has been extremely critical this year due to the pipeline explosion and size of the west desk positions. Please call to discuss cash award. Phillip"
Normal,"Richard, Are you available at 5:30 ET today? Phillip"
Normal,"Jed, I understand you have been contacted regarding a telephone interview to discuss trading opportunities at Enron. I am sending you this message to schedule the interview. Please call or email me with a time that would be convenient for you. I look forward to speaking with you. Phillip Allen West Gas Trading pallen@enron.com 713-853-7041"
Normal,"Lucy, Here are the actual utility bills versus the cap. Did we collect these overages? Let's discuss further? Remember these bills were paid in July and August. The usage dates are much earlier. I have the bills but I can get them to you if need be. Philip"
Normal,"Bob, Any time tomorrow between 10 am and 1 pm would be good for looking at the plans. As far as the TV's, what do you need me to do? Do we need plasma screens or would regular monitors be just as good at a fraction of the cost. Phillip"
Normal,test successful. way to go!!!
Normal,1. login: pallen pw: ke9davis I don't think these are required by the ISP 2. static IP address IP: 64.216.90.105 Sub: 255.255.255.248 gate: 64.216.90.110 DNS: 151.164.1.8 3. Company: 0413 RC: 105891
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 10/16/2000 01:42 PM --------------------------- ""Buckner, Buck"" <buck.buckner@honeywell.com> on 10/12/2000 01:12:21 PM To: ""'Pallen@Enron.com'"" <Pallen@Enron.com> cc: Subject: FW: fixed forwar"
Normal,"Mr. Buckner, For delivered gas behind San Diego, Enron Energy Services is the appropriate Enron entity. I have forwarded your request to Zarin Imam at EES. Her phone number is 713-853-7107. Phillip Allen"
Normal,"TheStreet.com and Privista are pleased to present you with Credit Insight. Credit Insight provides you with instant access to your online credit report, and that's just the beginning! Sign up for your FREE 30-day credit report today! Don't let faulty delinquent credit ratings ruin your credit history! Mistakes happen all the time, even when it comes to your credit report. Seemingly simple errors may cause you to be rejected for low-interest credit cards, loans, and even mortgages. Did you know that potential employers, insurance companies and landlords all have access to your credit file? This is exactly why you need to monitor your credit report, and now you can do it for FREE by signing up at: Credit Insight allows you unlimited access to your credit report, giving you the ability to view, print, and electronically transmit your entire credit history. You'll even be able to see who has been requesting and viewing your credit report in recent months. For a limited time, you will also receive a complimentary membership to our ID Guard service when you sign up for the FREE 30-day trial to Credit Insight. ID Guard scans your credit report each week looking for any sign of fraudulent activity. You will be automatically alerted should anything irregular be detected! So what do you have to lose? *** Sign up for your FREE 30-day trial now! *** Credit report not what you're looking for? TheStreet.com has thousands of other FREE reports for you to check out. Click on the link below to view other special offers brought to you exclusively by TheStreet.com: Privista is teamed with Equifax Secure your credit. Secure your future. Brought to you by TheStreet.com www.thestreet.com This email has been sent to you by TheStreet.com because you are a current or former subscriber (either free-trial or paid) to one of our web sites, http://www.thestreet.com/ or http://www.realmoney.com/. If you would prefer not to receive these types of emails from us in the future, please click here: If you are not a current or former subscriber, and you believe that you have received this message in error, please forward this message to members@realmoney.com with ""UNSUBSCRIBE"" as the subject line, or call our customer service department at 1-800-562-9571. Please be assured that we respect the privacy of our subscribers. To view our privacy policy, please click here:"
